"RelativePath","Line","Integration","Text"
"DATA\business_execution\latest_business_execution.json","9418","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","9438","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","9442","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","9627","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","9637","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","9657","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","9661","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","9712","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","9722","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","9742","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","9746","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","9797","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","9807","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","9827","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","9831","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","9902","instantly","""message"": ""Provider instantly is not executable or credentials are missing."","
"DATA\business_execution\latest_business_execution.json","9934","Instantly","""title"": ""Review paused Instantly campaigns"","
"DATA\business_execution\latest_business_execution.json","9936","instantly","""provider"": ""instantly"","
"DATA\business_execution\latest_business_execution.json","9943","Instantly","""title"": ""Review paused Instantly campaigns"","
"DATA\business_execution\latest_business_execution.json","9954","Instantly","""title"": ""Review paused Instantly campaigns"","
"DATA\business_execution\latest_business_execution.json","9976","Instantly","""objective"": ""Review paused Instantly campaigns"","
"DATA\business_execution\latest_business_execution.json","9986","Instantly","""objective"": ""Review paused Instantly campaigns"","
"DATA\business_execution\latest_business_execution.json","10023","Instantly","""signature"": ""Marketing::Review paused Instantly campaigns::Marketing"","
"DATA\business_execution\latest_business_execution.json","10046","instantly","""message"": ""Provider instantly is not executable or credentials are missing."","
"DATA\business_execution\latest_business_execution.json","10065","instantly","""provider"": ""instantly"","
"DATA\business_execution\latest_business_execution.json","10075","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","10090","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","10101","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","10261","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","10271","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","10408","instantly","""marketing.instantly.read"","
"DATA\business_execution\latest_business_execution.json","10416","instantly","""capability"": ""marketing.instantly.read"","
"DATA\business_execution\latest_business_execution.json","10512","instantly","""capability"": ""marketing.instantly.read"","
"DATA\business_execution\latest_business_execution.json","10520","Instantly","""expectedOutput"": ""Current Instantly campaign inventory with campaign status and metrics."","
"DATA\business_execution\latest_business_execution.json","10582","Instantly","""Instantly campaign data was read successfully."","
"DATA\business_execution\latest_business_execution.json","10598","instantly","""capability"": ""marketing.instantly.read"","
"DATA\business_execution\latest_business_execution.json","10606","Instantly","""expectedOutput"": ""Current Instantly campaign inventory with campaign status and metrics."","
"DATA\business_execution\latest_business_execution.json","10676","instantly","""capability"": ""marketing.instantly.read"","
"DATA\business_execution\latest_business_execution.json","10681","Instantly","""expectedOutput"": ""Current Instantly campaign inventory with campaign status and metrics."","
"DATA\business_execution\latest_business_execution.json","10695","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","10705","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","10871","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","10881","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","11047","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","11057","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","11223","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","11233","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","11399","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","11409","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","11640","instantly","""message"": ""Provider instantly is not executable or credentials are missing."","
"DATA\business_execution\latest_business_execution.json","11659","namecheap","""provider"": ""namecheap"","
"DATA\business_execution\latest_business_execution.json","12138","namecheap","""message"": ""Provider namecheap is not executable or credentials are missing."","
"DATA\business_execution\latest_business_execution.json","12157","namecheap","""provider"": ""namecheap"","
"DATA\business_execution\latest_business_execution.json","12666","namecheap","""message"": ""Provider namecheap is not executable or credentials are missing."","
"DATA\business_execution\latest_business_execution.json","12685","instantly","""provider"": ""instantly"","
"DATA\business_execution\latest_business_execution.json","12695","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","12710","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","12721","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","12741","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","12745","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","12790","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","12800","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","12820","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","12824","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","13009","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","13019","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","13039","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","13043","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","13094","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","13104","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","13124","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","13128","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","13179","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","13189","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","13209","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","13213","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","13284","instantly","""message"": ""Provider instantly is not executable or credentials are missing."","
"DATA\business_execution\latest_business_execution.json","13301","Instantly","""title"": ""Review paused Instantly campaigns"","
"DATA\business_execution\latest_business_execution.json","13303","instantly","""provider"": ""instantly"","
"DATA\business_execution\latest_business_execution.json","13310","Instantly","""title"": ""Review paused Instantly campaigns"","
"DATA\business_execution\latest_business_execution.json","13321","Instantly","""title"": ""Review paused Instantly campaigns"","
"DATA\business_execution\latest_business_execution.json","13343","Instantly","""objective"": ""Review paused Instantly campaigns"","
"DATA\business_execution\latest_business_execution.json","13353","Instantly","""objective"": ""Review paused Instantly campaigns"","
"DATA\business_execution\latest_business_execution.json","13390","Instantly","""signature"": ""Marketing::Review paused Instantly campaigns::Marketing"","
"DATA\business_execution\latest_business_execution.json","13413","instantly","""message"": ""Provider instantly is not executable or credentials are missing."","
"DATA\business_execution\latest_business_execution.json","13432","instantly","""provider"": ""instantly"","
"DATA\business_execution\latest_business_execution.json","13442","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","13457","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","13468","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","13628","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","13638","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","13775","instantly","""marketing.instantly.read"","
"DATA\business_execution\latest_business_execution.json","13783","instantly","""capability"": ""marketing.instantly.read"","
"DATA\business_execution\latest_business_execution.json","13879","instantly","""capability"": ""marketing.instantly.read"","
"DATA\business_execution\latest_business_execution.json","13887","Instantly","""expectedOutput"": ""Current Instantly campaign inventory with campaign status and metrics."","
"DATA\business_execution\latest_business_execution.json","13949","Instantly","""Instantly campaign data was read successfully."","
"DATA\business_execution\latest_business_execution.json","13965","instantly","""capability"": ""marketing.instantly.read"","
"DATA\business_execution\latest_business_execution.json","13973","Instantly","""expectedOutput"": ""Current Instantly campaign inventory with campaign status and metrics."","
"DATA\business_execution\latest_business_execution.json","14043","instantly","""capability"": ""marketing.instantly.read"","
"DATA\business_execution\latest_business_execution.json","14048","Instantly","""expectedOutput"": ""Current Instantly campaign inventory with campaign status and metrics."","
"DATA\business_execution\latest_business_execution.json","14062","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","14072","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","14238","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","14248","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","14414","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","14424","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","14590","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","14600","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","14766","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","14776","Instantly","""recommendedAction"": ""Audit paused Instantly campaigns, deliverability risk, inbox capacity, and safe resume options."","
"DATA\business_execution\latest_business_execution.json","15007","instantly","""message"": ""Provider instantly is not executable or credentials are missing."","
"DATA\business_execution\latest_business_execution.json","15026","namecheap","""provider"": ""namecheap"","
"DATA\business_execution\latest_business_execution.json","15505","namecheap","""message"": ""Provider namecheap is not executable or credentials are missing."","
"DATA\business_execution\latest_business_execution.json","15524","namecheap","""provider"": ""namecheap"","
"DATA\business_execution\latest_business_execution.json","16033","namecheap","""message"": ""Provider namecheap is not executable or credentials are missing."","
"DATA\business_execution\latest_business_execution.json","16052","instantly","""provider"": ""instantly"","
"DATA\business_execution\latest_business_execution.json","16062","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16077","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16088","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16108","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","16112","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16157","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16167","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16187","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","16191","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16376","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16386","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16406","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","16410","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16461","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16471","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16491","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","16495","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16546","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16556","Instantly","""recommendedAction"": ""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16576","instantly","""message"": ""instantly.listCampaigns is not a function"""
"DATA\business_execution\latest_business_execution.json","16580","Instantly","""Verify Instantly API connectivity."","
"DATA\business_execution\latest_business_execution.json","16651","instantly","""message"": ""Provider instantly is not executable or credentials are missing."","
"DATA\business_inputs\business_input_registry.json","8","Instantly","""Instantly"": {"
"DATA\capability\capability_execution_map.json","116","INSTANTLY","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/INSTANTLY/README.md"","
"DATA\capability\capability_execution_map.json","132","GOOGLE","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/GOOGLE/README.md"","
"DATA\capability\capability_execution_map.json","140","IONOS","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/IONOS/README.md"","
"DATA\capability\capability_execution_map.json","148","CALENDLY","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/CALENDLY/README.md"","
"DATA\capability\capability_execution_map.json","605","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/config.js"","
"DATA\capability\capability_execution_map.json","613","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/auth.js"","
"DATA\capability\capability_execution_map.json","621","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/gmail.js"","
"DATA\capability\capability_execution_map.json","622","gmail","""name"": ""gmail.js"","
"DATA\capability\capability_execution_map.json","629","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/calendar.js"","
"DATA\capability\capability_execution_map.json","630","calendar","""name"": ""calendar.js"","
"DATA\capability\capability_execution_map.json","637","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/drive.js"","
"DATA\capability\capability_execution_map.json","645","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/contacts.js"","
"DATA\capability\capability_execution_map.json","653","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/health.js"","
"DATA\capability\capability_execution_map.json","661","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/index.js"","
"DATA\capability\capability_execution_map.json","669","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/README.md"","
"DATA\capability\capability_execution_map.json","677","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/scripts/install_google_connector.ps1"","
"DATA\capability\capability_execution_map.json","685","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_account_manager_dropin/CONNECTORS/GOOGLE/account_manager.js"","
"DATA\capability\capability_execution_map.json","693","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_account_manager_dropin/CONNECTORS/GOOGLE/workspace.js"","
"DATA\capability\capability_execution_map.json","701","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_account_manager_dropin/CONNECTORS/GOOGLE/index.js"","
"DATA\capability\capability_execution_map.json","709","INSTANTLY","""path"": ""CONNECTORS/INSTANTLY/connector.js"","
"DATA\capability\capability_execution_map.json","798","INSTANTLY","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/INSTANTLY/README.md"","
"DATA\capability\capability_execution_map.json","823","GOOGLE","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/GOOGLE/README.md"","
"DATA\capability\capability_execution_map.json","831","GOOGLE","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/GOOGLE/auth.js"","
"DATA\capability\capability_execution_map.json","839","GOOGLE","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/GOOGLE/config.js"","
"DATA\capability\capability_execution_map.json","847","GOOGLE","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/GOOGLE/gmail.js"","
"DATA\capability\capability_execution_map.json","848","gmail","""name"": ""gmail.js"","
"DATA\capability\capability_execution_map.json","855","GOOGLE","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/GOOGLE/calendar.js"","
"DATA\capability\capability_execution_map.json","856","calendar","""name"": ""calendar.js"","
"DATA\capability\capability_execution_map.json","863","GOOGLE","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/GOOGLE/drive.js"","
"DATA\capability\capability_execution_map.json","871","GOOGLE","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/GOOGLE/contacts.js"","
"DATA\capability\capability_execution_map.json","879","IONOS","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/IONOS/README.md"","
"DATA\capability\capability_execution_map.json","887","CALENDLY","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/CALENDLY/README.md"","
"DATA\capability\capability_execution_map.json","912","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/__init__.py"","
"DATA\capability\capability_execution_map.json","920","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/config.py"","
"DATA\capability\capability_execution_map.json","928","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/client.py"","
"DATA\capability\capability_execution_map.json","936","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/service.py"","
"DATA\capability\capability_execution_map.json","944","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/registry.py"","
"DATA\capability\capability_execution_map.json","968","GOOGLE","""path"": ""Drop in/CONNECTORS/GOOGLE/config.js"","
"DATA\capability\capability_execution_map.json","976","GOOGLE","""path"": ""Drop in/CONNECTORS/GOOGLE/auth.js"","
"DATA\capability\capability_execution_map.json","984","GOOGLE","""path"": ""Drop in/CONNECTORS/GOOGLE/gmail.js"","
"DATA\capability\capability_execution_map.json","985","gmail","""name"": ""gmail.js"","
"DATA\capability\capability_execution_map.json","992","GOOGLE","""path"": ""Drop in/CONNECTORS/GOOGLE/calendar.js"","
"DATA\capability\capability_execution_map.json","993","calendar","""name"": ""calendar.js"","
"DATA\capability\capability_execution_map.json","1000","GOOGLE","""path"": ""Drop in/CONNECTORS/GOOGLE/drive.js"","
"DATA\capability\capability_execution_map.json","1008","GOOGLE","""path"": ""Drop in/CONNECTORS/GOOGLE/contacts.js"","
"DATA\capability\capability_execution_map.json","1016","GOOGLE","""path"": ""Drop in/CONNECTORS/GOOGLE/index.js"","
"DATA\capability\capability_execution_map.json","1024","GOOGLE","""path"": ""Drop in/CONNECTORS/GOOGLE/README.md"","
"DATA\capability\capability_execution_map.json","1048","GOOGLE","""path"": ""miles_core_framework_dropin/CONNECTORS/GOOGLE/index.js"","
"DATA\capability\capability_execution_map.json","2161","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_account_manager_dropin/CONNECTORS/GOOGLE/workspace.js"","
"DATA\capability\capability_execution_map.json","2169","INSTANTLY","""path"": ""CONNECTORS/INSTANTLY/connector.js"","
"DATA\capability\capability_execution_map.json","2186","INSTANTLY","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/INSTANTLY/README.md"","
"DATA\capability\capability_execution_map.json","2202","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/__init__.py"","
"DATA\capability\capability_execution_map.json","2210","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/config.py"","
"DATA\capability\capability_execution_map.json","2218","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/client.py"","
"DATA\capability\capability_execution_map.json","2226","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/service.py"","
"DATA\capability\capability_execution_map.json","2234","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/registry.py"","
"DATA\capability\capability_execution_map.json","2721","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/registry.py"","
"DATA\capability\capability_execution_map.json","3040","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/service.py"","
"DATA\capability\capability_execution_map.json","3048","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/registry.py"","
"DATA\capability\capability_execution_map.json","3650","INSTANTLY","""path"": ""CONNECTORS/INSTANTLY/connector.js"","
"DATA\capability\capability_execution_map.json","3731","INSTANTLY","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/INSTANTLY/README.md"","
"DATA\capability\capability_execution_map.json","3747","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/__init__.py"","
"DATA\capability\capability_execution_map.json","3755","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/config.py"","
"DATA\capability\capability_execution_map.json","3763","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/client.py"","
"DATA\capability\capability_execution_map.json","3771","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/service.py"","
"DATA\capability\capability_execution_map.json","3779","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/registry.py"","
"DATA\capability\capability_execution_map.json","4758","INSTANTLY","""path"": ""CONNECTORS/INSTANTLY/connector.js"","
"DATA\capability\capability_execution_map.json","4766","INSTANTLY","""path"": ""MILES_OS_v1/MILES_OS_v1/CONNECTORS/INSTANTLY/README.md"","
"DATA\capability\capability_execution_map.json","4782","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/__init__.py"","
"DATA\capability\capability_execution_map.json","4790","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/config.py"","
"DATA\capability\capability_execution_map.json","4798","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/client.py"","
"DATA\capability\capability_execution_map.json","4806","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/service.py"","
"DATA\capability\capability_execution_map.json","4814","instantly","""path"": ""miles_instantly_connector/miles_instantly_connector/miles_os/services/instantly/registry.py"","
"DATA\capability\capability_execution_map.json","5047","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/config.js"","
"DATA\capability\capability_execution_map.json","5055","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/auth.js"","
"DATA\capability\capability_execution_map.json","5063","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/gmail.js"","
"DATA\capability\capability_execution_map.json","5064","gmail","""name"": ""gmail.js"","
"DATA\capability\capability_execution_map.json","5071","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/calendar.js"","
"DATA\capability\capability_execution_map.json","5072","calendar","""name"": ""calendar.js"","
"DATA\capability\capability_execution_map.json","5079","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/drive.js"","
"DATA\capability\capability_execution_map.json","5087","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/contacts.js"","
"DATA\capability\capability_execution_map.json","5095","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/health.js"","
"DATA\capability\capability_execution_map.json","5103","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_connector_pack/miles_google_connector_pack/CONNECTORS/GOOGLE/README.md"","
"DATA\capability\capability_execution_map.json","5111","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_account_manager_dropin/CONNECTORS/GOOGLE/account_manager.js"","
"DATA\capability\capability_execution_map.json","5119","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_account_manager_dropin/CONNECTORS/GOOGLE/workspace.js"","
"DATA\capability\capability_execution_map.json","5127","GOOGLE","""path"": ""CONNECTORS/GOOGLE/miles_google_account_manager_dropin/CONNECTORS/GOOGLE/index.js"","
